grid_id,date,ndvi_mean,ndvi_std,ndbi_mean,ndbi_std,bu_mean,bu_std,ndwi_mean,ndwi_std,built_frac,ndvi_contrast,ndvi_homogeneity,ndvi_entropy,ndbi_contrast,ndbi_homogeneity,ndbi_entropy,DoU_cluster,DoU_label
46,2018-08-19,0.444310590387494,0.1322861136951178,-0.1196173593118396,0.112344909367668,0.34947735074221,0.0585772223488103,0.1196173593118396,0.112344909367668,0.152020202020202,340.5356596265687,0.1694218422141462,11.7432643529482,256.7318640955005,0.1678243341150313,11.876690499013687,0,urban
47,2018-08-19,0.5055311463449815,0.0696823641725639,-0.1663453660502196,0.0932342798515551,0.3719724738997074,0.0386389828678616,0.1663453660502196,0.0932342798515551,0.0960377358490566,212.93977510958644,0.1831024623482906,10.73344622555927,178.13112254621691,0.1808358043682569,11.126175279452749,0,urban
48,2018-08-19,0.342252880316434,0.204238590117171,-0.0783148997087299,0.145215988875488,0.281405181925645,0.1297843124284868,0.0783148997087299,0.145215988875488,0.2977777777777777,490.5159677583921,0.1175209121645717,12.443768810601512,451.7295173961841,0.1001824341935465,12.613999571244763,0,urban
49,2018-08-19,0.4230192403592435,0.1185301000644569,-0.1793661681905469,0.1009195081168784,0.2680665804204852,0.0632509754832075,0.1793661681905469,0.1009195081168784,0.0548484848484848,207.53576165697376,0.1677364066633748,11.43781535838416,215.53372104887256,0.1500883481697276,11.979488877493049,0,urban
50,2018-08-19,0.2588763747997818,0.1158469751349981,-0.0308640737791048,0.0920548153506505,0.2325717823589673,0.0598565879952872,0.0308640737791048,0.0920548153506505,0.3658585858585859,304.952963983267,0.1241484560605206,12.285462392899175,260.35088256300384,0.1542642874958275,12.030148024163914,0,urban
51,2018-08-19,0.3491344871441002,0.1321957293747697,-0.0398816921701058,0.1097754744212173,0.3190587600625474,0.0598069817016458,0.0398816921701058,0.1097754744212173,0.3334343434343434,286.4451586572798,0.1161157369523073,12.45362008931719,243.3570043873074,0.1341245502589593,12.319060937401034,0,urban
52,2018-08-19,0.3421749962424969,0.1695803214116094,-0.0226559506409412,0.148356137994582,0.3319162377551251,0.0708556369861503,0.0226559506409412,0.148356137994582,0.4602020202020202,514.0113253749618,0.1061325707116978,12.684817687445296,411.28588919498014,0.1038821519589587,12.790606299886909,0,urban
53,2018-08-19,0.2736807301358154,0.2026481488077268,-0.115514122545211,0.1096059386034884,0.1700398292840748,0.2259211897198218,0.115514122545211,0.1096059386034884,0.117070707070707,264.65534129170493,0.192301217121806,11.68075972921853,184.5601469237833,0.174860138468498,11.692598838608228,0,urban
54,2018-08-19,0.4680833110989691,0.070490067719982,-0.106006026136865,0.0598119748664348,0.3826816030181535,0.04876106851458,0.106006026136865,0.0598119748664348,0.0305050505050505,186.5059687786961,0.1660612764512234,11.159199519457534,230.04897459442915,0.1510556695978078,11.881976859220211,0,urban
55,2018-08-19,0.4780321212914709,0.0946712126130525,-0.1114458023137523,0.1085278915611206,0.3902963649196846,0.0587217400694451,0.1114458023137523,0.1085278915611206,0.1943396226415094,195.42500476462743,0.1687205531278005,11.267082981898252,335.087669144273,0.1178997455435007,12.14916032275405,0,urban
